id,text_bn,text_en,sentiment,gender_reference,dialect,dialect_raw,style,source_type,length_char,length_words,dialect_marker_count,cross_dialect_marker_count,dialect_authenticity,is_political_content
204,"আর,কত,নাটক,করবেন।",How many more dramas will you do?,Negative,Neutral,Standard,Standard,Formal,YouTube,17,1,0,0,standard_ok,False
205,সাংবাদিক নাকি মলম বিক্রেতা..,Journalist or ointment seller?,Negative,Neutral,Standard,Standard,Informal,YouTube,28,4,0,0,standard_ok,False
206,Koktele ai obosta...misail marle emon hobe...,This situation with a cocktail... it will be like this if a missile is fired...,Negative,Neutral,Other/Unclassified,Informal,Informal,YouTube,45,6,0,0,no_markers_found,False
207,Lig hotu dashe bacho,"Remove the League, save the country.",Negative,Neutral,Other/Unclassified,Informal,Informal,YouTube,20,4,0,0,no_markers_found,False
208,Jamath.Shevir karsay Agulo,Jamaat-Shibir did these.,Negative,Neutral,Other/Unclassified,Informal,Informal,YouTube,26,3,0,0,no_markers_found,False
209,নাটক ভালো হয় নাই,The drama was not good.,Negative,Neutral,Standard,Standard,Informal,YouTube,17,4,0,1,standard_with_dialect_markers,False
210,তিনি আজ অসাধারণ কাজ করেছেন।,He did an excellent job today.,Positive,Male,Standard,Standard,Formal,Manually written,27,5,0,0,standard_ok,False
211,মেয়েটা আজ খুব খুশি দেখাচ্ছিল।,The girl looked very happy today.,Positive,Female,Standard,Standard,Informal,YouTube,30,5,0,0,standard_ok,False
212,ও মেয়েটা মোটামুটি ঠিকঠাক বললি।,That girl said it fairly well.,Neutral,Female,Other/Unclassified,Kolkata,Informal,Facebook,31,5,0,0,no_markers_found,False
213,প্রতিবেদনটি প্রত্যাশার তুলনায় নিম্নমানের হয়েছে।,The report is below expectations in quality.,Negative,Neutral,Standard,Standard,Formal,News comment,49,5,0,0,standard_ok,False
214,ইলিয়াস ভাই জিন্দাবাদ ধন্যবাদ,Ilias bhai Zindabad Thanks,Positive,Male,Standard,Standard,Informal,YouTube,29,4,0,0,standard_ok,False
215,আওয়ামী লীগ মুক্ত বাংলাদেশ চাই,We want an Awami League-free Bangladesh.,Negative,Neutral,Standard,Standard,Informal,YouTube,30,5,0,0,standard_ok,True
216,লীগ হটাও দেশ বাঁচাও,"Remove the League, save the country.",Negative,Neutral,Standard,Standard,Informal,YouTube,19,4,0,0,standard_ok,False
217,লীগ হটাও দেশ বাচাও।,"Remove the League, save the country.",Negative,Neutral,Standard,Standard,Informal,YouTube,19,4,0,0,standard_ok,False
218,আওয়ামীলীগ মুক্ত বাংলাদেশ চাই,We want an Awami League-free Bangladesh.,Negative,Neutral,Standard,Standard,Informal,YouTube,29,4,0,0,standard_ok,True
219,লিগ হটাও দেশ বাচাও,"Remove the League, save the country.",Negative,Neutral,Standard,Standard,Informal,YouTube,18,4,0,0,standard_ok,False
220,আপনাদের প্রতি জাতি সত্যিই কৃতজ্ঞ ।,The nation is truly grateful to you.,Positive,Neutral,Standard,Standard,Formal,YouTube,34,6,0,0,standard_ok,False
221,একদম ঠিক বলেছেন ইলিয়াস ভাই,"Absolutely right, Ilias bhai.",Positive,Male,Standard,Standard,Informal,YouTube,27,5,0,0,standard_ok,False
222,পাকিস্তান জিন্দাবাদ বাংলাদেশ জিন্দাবাদ ইনকিলাব জিন্দাবাদ,Pakistan Zindabad Bangladesh Zindabad Inquilab Zindabad,Positive,Neutral,Standard,Standard,Informal,YouTube,56,6,0,1,standard_with_dialect_markers,False
223,আওয়ামী লীগ হটাও দেশ বাঁচাও,"Remove Awami League, save the country.",Negative,Neutral,Standard,Standard,Informal,YouTube,27,5,0,0,standard_ok,True
224,ইসলামের বিজয় হবে ইনশাআল্লাহ,"The victory of Islam will happen, Insha'Allah.",Positive,Neutral,Standard,Standard,Formal,YouTube,28,4,0,0,standard_ok,False
225,May Allah bless you Bhai,May Allah bless you Brother.,Positive,Male,Other/Unclassified,English,Informal,YouTube,24,5,0,0,no_markers_found,False
226,ভাই পানার ভিডিওর অপেক্ষায় ছিলাম।,"Brother, I was waiting for your video.",Positive,Male,Standard,Standard,Informal,YouTube,33,5,0,0,standard_ok,False
227,"জামাত-ই-ইসলামী, এনসিপি, বিএনপি জিন্দাবাদ","Jamaat-e-Islami, NCP, BNP Zindabad",Positive,Neutral,Other/Unclassified,English,Informal,YouTube,40,4,0,0,no_markers_found,True
228,প্রদান উপদেষ্টা কে অসংখ্য ধন্যবাদ,Many thanks to the Chief Advisor.,Positive,Neutral,Standard,Standard,Formal,YouTube,33,5,0,0,standard_ok,False
230,হঠাৎ মনে পরলো...গানটা আবার দেখলাম..️🇲🇾,Suddenly remembered...watched the song again..️🇲🇾,Positive,Neutral,Standard,Standard,Informal,YouTube,38,5,0,0,standard_ok,False
231,Tangail theke big respect for Sylhet,Big respect for Sylhet from Tangail.,Positive,Neutral,Other/Unclassified,English,Informal,YouTube,36,6,0,0,no_markers_found,False
232,Khob shundor laglo gann ta,The song was very beautiful.,Positive,Neutral,Other/Unclassified,Informal,Informal,YouTube,26,5,0,0,no_markers_found,False
233,আমরা গর্বিত আমরা সিলেটি️,"We are proud, we are Sylheti. ️",Positive,Neutral,Standard,Standard,Informal,YouTube,24,4,0,0,standard_ok,False
234,আমার গানটা অনেক পছন্দ,I like the song very much.,Positive,Neutral,Standard,Standard,Informal,YouTube,21,4,0,1,standard_with_dialect_markers,False
235,আর কিছু বাকী 100 Milion,Only a little bit left for 100 Million.,Neutral,Neutral,Other/Unclassified,English,Informal,YouTube,23,5,0,0,no_markers_found,False
236,এক কথায় অসাধারণ সুন্দর লাগছে,"In a word, it looks amazingly beautiful.",Positive,Neutral,Standard,Standard,Formal,YouTube,29,5,0,0,standard_ok,False
238,সিলেটের গানগুলো সত্যি অসাধারণ,Sylheti songs are truly amazing.,Positive,Neutral,Standard,Standard,Informal,YouTube,29,4,0,0,standard_ok,False
239,Proud to be a Sylheti ️️,Proud to be a Sylheti ️️,Positive,Neutral,Other/Unclassified,English,Informal,YouTube,24,6,0,0,no_markers_found,False
240,একজন সিলেটি হিসেবে আমরা গর্বিত।,"As a Sylheti, we are proud.",Positive,Neutral,Standard,Standard,Formal,YouTube,31,5,0,0,standard_ok,False
241,Proud to be a sylheti,Proud to be a Sylheti.,Positive,Neutral,Other/Unclassified,English,Informal,YouTube,21,5,0,0,no_markers_found,False
242,এত সুন্দর একটা গান ️️,Such a beautiful song ️️,Positive,Neutral,Standard,Standard,Informal,YouTube,21,5,0,0,standard_ok,False
243,You exposed my teenage thinking,You exposed my teenage thinking.,Neutral,Neutral,Other/Unclassified,English,Informal,YouTube,31,5,0,0,no_markers_found,False
244,Love For Indian 🇮🇳 Assam ️,Love For Indian 🇮🇳 Assam ️,Positive,Neutral,Other/Unclassified,English,Informal,YouTube,26,6,0,0,no_markers_found,False
245,Song ta just osthir,The song is just incredible.,Positive,Neutral,Other/Unclassified,English,Informal,YouTube,19,4,0,0,no_markers_found,False
246,My Fovarit Song Amar khahini,"My Favorite Song, my story.",Positive,Neutral,Other/Unclassified,English,Informal,YouTube,28,5,0,0,no_markers_found,False
247,শতবার শুনেছি গান টা,I have listened to the song a hundred times.,Positive,Neutral,Standard,Standard,Informal,YouTube,19,4,0,0,standard_ok,False
248,২০২৫ এ কে কে আসছেন,Who else is coming in 2025?,Neutral,Neutral,Standard,Standard,Informal,YouTube,18,5,0,0,standard_ok,False
249,"সিলেটি, মাত, আনেক, সুন্দর","Sylheti, language, very, beautiful.",Positive,Neutral,Standard,Standard,Informal,YouTube,25,4,0,0,standard_ok,False
250,I love this song ️️,I love this song ️️,Positive,Neutral,Other/Unclassified,English,Informal,YouTube,19,5,0,0,no_markers_found,False
251,2025 a ase sunsi,Came in 2025 and listened.,Neutral,Neutral,Other/Unclassified,Informal,Informal,YouTube,16,4,0,0,no_markers_found,False
252,ভাই এগুলো কও ভাষা,"Brother, what language are these?",Neutral,Male,Standard,Standard,Informal,YouTube,17,4,0,0,standard_ok,False
253,"Today 11.11.2025, Tuesday 12.19PM","Today 11.11.2025, Tuesday 12:19 PM.",Neutral,Neutral,Other/Unclassified,English,Formal,YouTube,33,4,0,0,no_markers_found,False
254,NCP জিন্দাবাদ বাংলাদেশ জিন্দাবাদ ইনকিলাব জিন্দাবাদ,NCP Zindabad Bangladesh Zindabad Inquilab Zindabad.,Positive,Neutral,Standard,Standard,Informal,YouTube,50,6,0,0,standard_ok,False
255,নিকুল ম্যাম কোথায় সেরা উপস্থাপিকা,"Where is Nicole Ma'am, the best presenter?",Positive,Female,Standard,Standard,Informal,YouTube,34,5,0,0,standard_ok,True
256,রাজনীতি নিকোল ছাড়া জমে না,Politics doesn't warm up without Nicole.,Positive,Female,Standard,Standard,Informal,YouTube,26,5,0,0,standard_ok,False
257,He is better than Nicole...,He is better than Nicole...,Positive,Neutral,Other/Unclassified,English,Informal,YouTube,27,5,0,0,no_markers_found,False
258,যমুনা টিভি বরকত বরকতব বয়কট,"Jamuna TV Barakat Barakatba Boycott (Repeated text, negative intent).",Negative,Neutral,Standard,Standard,Informal,YouTube,27,5,0,0,standard_ok,False
259,Miss you my dear nikon sister,Miss you my dear Nicole sister.,Positive,Female,Other/Unclassified,English,Informal,YouTube,29,6,0,0,no_markers_found,False
260,এই শোতে নিকোল আফাই সেরা।,Nicole Apu is the best in this show.,Positive,Female,Standard,Standard,Informal,YouTube,24,5,0,0,standard_ok,False
261,শিবির খুব এক্টিভ অনলাইনে,Shibir (student organization) is very active online.,Neutral,Neutral,Standard,Standard,Informal,YouTube,24,4,0,0,standard_ok,False
262,BNP needs Indian Reform- Indian Agenda,BNP needs Indian Reform- Indian Agenda.,Negative,Neutral,Other/Unclassified,English,Informal,YouTube,38,6,0,0,no_markers_found,False
263,নিকুল ছাড়া জমে নাই,It didn't warm up without Nicole.,Positive,Female,Standard,Standard,Informal,YouTube,19,4,0,1,standard_with_dialect_markers,True
265,মিস ইউ রুকসানা আঞ্জুমান নিোল,Miss you Roksana Anjuman Nicole.,Positive,Female,Standard,Standard,Informal,YouTube,28,5,0,0,standard_ok,False
266,আপনাদের নেতাও তো লন্ডনে,Your leader is also in London.,Neutral,Neutral,Standard,Standard,Informal,YouTube,23,4,0,0,standard_ok,False
267,LONDON FIRST- THEN BANGLADESH - BNP,LONDON FIRST- THEN BANGLADESH - BNP.,Negative,Neutral,Other/Unclassified,English,Formal,YouTube,35,6,0,0,no_markers_found,False
268,Nikul apu Chara Valo lagbe na,It won't feel good without Nicole Apu.,Positive,Female,Other/Unclassified,Informal,Informal,YouTube,29,6,0,0,no_markers_found,False
269,তাহের ঠিক কথা বলেছেন,Taher has spoken the correct words.,Positive,Male,Standard,Standard,Formal,YouTube,20,4,0,0,standard_ok,False
270,Sot gogo lok to cor,Honest people are thieves (typo/sarcasm).,Negative,Neutral,Other/Unclassified,Informal,Informal,YouTube,19,5,0,0,no_markers_found,False
271,গাড়ি কেউ বের করবেন না,No one should take out a car.,Neutral,Neutral,Standard,Standard,Informal,YouTube,22,5,0,0,standard_ok,False
272,Shek Hasina is right now,Sheikh Hasina is right now (meaning she is correct).,Positive,Female,Other/Unclassified,English,Informal,YouTube,24,5,0,0,no_markers_found,False
273,৩দিন আগে থেকেই লকডাউন চলছে,The lockdown has been going on since 3 days ago.,Neutral,Neutral,Standard,Standard,Informal,YouTube,26,5,0,1,standard_with_dialect_markers,False
274,Ato voy kiser vai,"What is all this fear, brother?",Negative,Male,Other/Unclassified,Informal,Informal,YouTube,17,4,0,0,no_markers_found,False
275,লীগ ধরো জেলে ভরো।,"Catch the League, fill the jail.",Negative,Neutral,Standard,Standard,Informal,YouTube,17,4,0,0,standard_ok,False
276,এক টুতেই এই অবস্থা সবে তু,This situation with just a little start.,Neutral,Neutral,Standard,Standard,Informal,YouTube,25,6,0,0,standard_ok,False
277,এরপরও কেউ বলবে তারা নিষ্পাপ,"Even after this, someone will say they are innocent.",Negative,Neutral,Standard,Standard,Informal,YouTube,27,5,0,0,standard_ok,False
278,shudi mohajon r voi dorche,The usurer (moneylender) is afraid.,Negative,Male,Other/Unclassified,Informal,Informal,YouTube,26,5,0,0,no_markers_found,False
279,AR JUNNO DAYI DR ENUS,Dr. Yunus is responsible for this.,Negative,Male,Other/Unclassified,Informal,Informal,YouTube,21,5,0,0,no_markers_found,False
280,মেটিকোলাস ডিজাইন এ নাটক,Drama in Meticulous Design.,Negative,Neutral,Other/Unclassified,English,Informal,YouTube,23,4,0,0,no_markers_found,False
281,NCP এর কাজ এইগুলা।।।।,These are the works of NCP.,Negative,Neutral,Standard,Standard,Informal,YouTube,21,4,0,1,standard_with_dialect_markers,False
282,শিবির এনসিপির যৌথ নাটক,Joint drama of Shibir and NCP.,Negative,Neutral,Standard,Standard,Informal,YouTube,22,4,0,0,standard_ok,False
283,জয় বাংলা জয় মুক্তি যুদ্ধ,Joy Bangla Joy Liberation War.,Positive,Neutral,Standard,Standard,Informal,YouTube,26,5,0,0,standard_ok,False
284,জয় বাংলা জয় বঙ্গবন্ধু।️,Joy Bangla Joy Bangabandhu. ️,Positive,Neutral,Standard,Standard,Informal,YouTube,25,4,0,0,standard_ok,False
285,"রাজুতে আয়, নজরুল ডাকতাছে","Come to Raju, Nazrul is calling.",Neutral,Neutral,Standard,Standard,Informal,YouTube,25,4,0,1,standard_with_dialect_markers,False
286,দেশে বলে আওয়ামী লীগ নাই,They say Awami League is not in the country.,Neutral,Neutral,Standard,Standard,Informal,YouTube,24,5,0,1,standard_with_dialect_markers,True
